Timestamp_Seconds,Delta,Instant_Velocity,Smoothed_Velocity,Gesture_Type
23.4409,-72,11957.15,12223.55,Touchpad DOWN
23.4829,-741,17639.93,13848.46,Touchpad DOWN
23.5035,-327,15901.70,14464.43,Touchpad DOWN
23.6081,-1524,14562.73,4802.53,Touchpad DOWN
23.7114,-1185,11478.21,3699.16,Touchpad DOWN
23.8020,-693,7647.60,2553.48,Touchpad DOWN
23.8308,-156,5408.43,3409.97,Touchpad DOWN
23.9860,-240,1546.51,475.46,Mouse DOWN
24.0360,-16,320.34,304.88,Touchpad DOWN
24.1454,-292,2669.30,823.08,Touchpad DOWN
24.1590,-231,16886.87,5642.22,Touchpad DOWN
24.1679,-117,13216.28,7914.44,Touchpad DOWN
24.1735,-119,21110.78,11873.34,Touchpad DOWN
24.1805,-109,15528.13,12969.78,Touchpad DOWN
24.2076,-262,9695.84,11987.60,Touchpad DOWN
24.2084,-22,26500.48,16341.46,Touchpad DOWN
24.3640,-1117,7180.40,2213.29,Touchpad DOWN
24.4000,-301,8348.23,4053.77,Touchpad DOWN
24.4194,-136,7000.97,4937.93,Touchpad DOWN
24.5242,-398,3799.95,1383.36,Touchpad DOWN
24.5768,-98,1860.74,1526.58,Touchpad DOWN
24.5870,-14,1375.96,1481.39,Touchpad DOWN
24.6306,-32,735.11,854.42,Touchpad DOWN
24.7200,-15,167.67,117.09,Touchpad DOWN
24.9822,-195,743.70,223.11,Touchpad DOWN
24.9856,-101,29447.01,8990.28,Touchpad DOWN
24.9935,-112,14332.50,10592.95,Touchpad DOWN
24.9999,-124,19184.57,13170.43,Touchpad DOWN
25.0136,-598,43864.88,22378.77,Touchpad DOWN
25.0510,-334,8916.21,18340.00,Touchpad DOWN
25.1155,-864,13393.94,7742.84,Touchpad DOWN
25.2604,-1439,9929.31,3017.86,Touchpad DOWN
25.3439,-432,5177.80,1955.11,Touchpad DOWN
25.3770,-116,3500.64,2418.77,Touchpad DOWN
25.4563,-124,1564.66,1138.58,Touchpad DOWN
25.5596,-28,270.96,141.01,Touchpad DOWN
25.7031,-358,2495.58,749.58,Touchpad DOWN
25.7084,-113,21051.63,6840.20,Touchpad DOWN
25.7152,-125,18338.16,10289.58,Touchpad DOWN
25.7303,-271,17966.31,12592.60,Touchpad DOWN
25.7900,-59,987.90,4274.06,Touchpad DOWN
25.8142,-311,12875.11,6854.37,Touchpad DOWN
26.6181,-204,253.76,76.13,Touchpad DOWN
26.6247,-104,15705.04,4764.80,Touchpad DOWN
26.6324,-115,15015.10,7839.89,Touchpad DOWN
26.6388,-129,20131.16,11527.27,Touchpad DOWN
26.6461,-143,19467.23,13909.26,Touchpad DOWN
26.6527,-135,20605.96,15918.27,Touchpad DOWN
26.7359,-144,1729.91,11661.76,Touchpad DOWN
26.8004,-1135,17610.67,9990.73,Touchpad DOWN
26.8513,-835,16401.80,9571.60,Touchpad DOWN
26.8929,-617,14842.96,11153.01,Touchpad DOWN
26.8960,-57,18132.37,13246.82,Touchpad DOWN
26.9772,-1057,13015.85,8264.05,Touchpad DOWN
27.1011,-1235,9971.25,3499.78,Touchpad DOWN
27.2056,-495,4737.47,1864.07,Touchpad DOWN
27.2555,-136,2723.33,1620.52,Touchpad DOWN
27.3860,-57,436.89,166.92,Touchpad DOWN
27.5073,-233,1920.83,612.42,Touchpad DOWN
27.5152,-127,16112.91,5262.57,Touchpad DOWN
27.5240,-139,15792.41,8421.52,Touchpad DOWN
27.5343,-141,13607.22,9977.23,Touchpad DOWN
27.6570,-1782,14529.84,4627.45,Touchpad DOWN
27.6603,-44,13251.19,7214.57,Touchpad DOWN
27.6849,-369,14974.44,9542.53,Touchpad DOWN
27.6946,-128,13276.72,10662.79,Touchpad DOWN
27.7371,-582,13695.88,11572.72,Touchpad DOWN
27.7951,-704,12138.81,7905.44,Touchpad DOWN
27.9076,-1007,8943.67,2977.93,Touchpad DOWN
28.0180,-444,4023.77,1503.73,Touchpad DOWN
28.0551,-89,2401.34,1773.01,Touchpad DOWN
28.1011,-58,1259.25,1199.16,Touchpad DOWN
28.2264,-28,223.46,99.86,Touchpad DOWN
